STATE,COUNTY,GROCPC,SNAPStoresPERTHO,SNAPRedemp,AMB_PAR06,PCT_FREE_LUNCH,PCT_REDUCED_LUNCH,PC_FRUVEG,PC_SNACKS,PC_SODA,PC_MEAT,PC_FATS,PC_PREPFOO,MILK_PRICE,SODA_PRICE,PCT_DIABET,PCT_OBESE_ADULTS,PCT_Child_OBESITY,PctNHWhite,PctNHBlack,PctHisp08,PctNHAsian,PctNHNA08,Median_Inc,Percent_Poverty,metro
Texas,Cameron,0.122,1.077,276424,91,18.7,2.1,144,100,69,69,16,257,1.05,1,8.9,25.4,18.6,12.4,0.4,86.3,0.5,0.1,30950,33.5,1
Texas,Camp,0.08,0.632,134875,87,58,9.1,144,100,69,69,16,257,1.05,1,10.4,28,,59.6,17.2,21.5,0.6,0.2,38435,17.1,0
Texas,Carson,0.317,1.12,11390,78,21.8,10.2,144,100,69,69,16,257,1.05,1,10.5,27.2,,88.4,1.4,8.4,0.1,0.8,50493,8.5,1
Texas,Cass,0.239,0.649,221076,90,44.5,10.4,144,100,69,69,16,257,1.05,1,11.4,29.2,14.8,76.7,18.8,2.7,0.1,0.5,36378,18.2,0
Texas,Castro,0.278,0.701,148877,90,61,11,144,100,69,69,16,257,1.05,1,9.9,26.6,14.3,42.2,2.7,54.2,,0.4,36748,19.9,0
Texas,Chambers,0.348,0.511,64194,100,25.2,6.2,149,103,71,69,16,281,1.06,1.01,9.4,28.3,14,70.3,10.7,16.9,0.9,0.3,66033,9.1,1
Texas,Cherokee,0.125,0.538,247156,89,57.8,10.2,144,100,69,69,16,257,1.05,1,9.4,27.4,16.7,64.5,14.7,19.1,0.4,0.3,35906,22.2,0
Texas,Childress,0.133,0.663,245221,90,43.4,8.9,144,100,69,69,16,257,1.05,1,9,26.9,11.4,58.7,15.6,23.7,0.7,0.3,33634,25.4,0
Texas,Clay,0.27,0.367,49675,72,27.6,11.1,144,100,69,69,16,257,1.05,1,9.4,28,,91.5,1,5,0.1,1.1,48445,11,1
Texas,Cochran,0.324,1.344,59926,92,61.8,7,144,100,69,69,16,257,1.05,1,10.4,27.8,10.7,44.5,6,47.9,0.3,0.7,34388,22.3,0
Texas,Coke,0.577,1.149,26723,101,53.3,8.2,144,100,69,69,16,257,1.05,1,11.1,25.8,,77.3,1.6,19.5,0.1,0.8,35848,15,0
Texas,Coleman,0.235,1.049,128487,88,48.3,12.6,144,100,69,69,16,257,1.05,1,10.1,25.8,7.3,80.8,2.6,14.8,0.3,0.5,30777,22,0
Texas,Collin,0.105,0.203,141022,101,14.7,4.4,149,103,71,69,16,281,1.06,1.01,7.3,24,15.3,66.3,7.6,14.3,9.7,0.5,81875,6.4,1
Texas,Collingsworth,0.337,1.34,64877,83,51.2,8.5,144,100,69,69,16,257,1.05,1,10.7,26.9,14,65,6.5,25.3,0.2,1.6,31486,20.4,0
Texas,Colorado,0.244,0.723,111906,90,43.4,9.5,149,103,71,69,16,281,1.06,1.01,10.8,28.2,14.6,60.7,13.8,24.2,0.4,0.2,39441,17.9,0
Texas,Comal,0.067,0.401,192290,94,25.9,7.1,235,118,68,120,17,314,1.11,0.99,8,24.1,16.9,70.6,2.1,25.1,0.8,0.3,61393,8.5,1
Texas,Comanche,0.223,0.816,83347,82,49.4,10.3,149,103,71,69,16,281,1.06,1.01,10.7,27.4,19,73.1,0.8,24.5,0.5,0.4,34516,18.3,0
Texas,Concho,0.279,1.108,28218,74,36.4,8.5,144,100,69,69,16,257,1.05,1,8.3,28.1,,54.9,1.1,43.4,0.1,0.1,37505,25.4,0
Texas,Cooke,0.156,0.417,254955,93,36.8,9.3,149,103,71,69,16,281,1.06,1.01,11.6,27.8,16.2,79.5,3.3,14.4,0.6,0.9,49705,11.9,0
Texas,Coryell,0.069,0.317,259441,83,28.8,14.8,144,100,69,69,16,257,1.05,1,7.8,27,7.3,61.6,18.9,13.5,1.7,0.9,48308,14.7,1
Texas,Cottle,0.631,1.237,77338,81,54.4,9.9,144,100,69,69,16,257,1.05,1,12.2,27.2,,65.4,10.4,23.1,,,29462,21.3,0
Texas,Crane,0.259,0.747,97320,98,20,12.3,144,100,69,69,16,257,1.05,1,10.1,28.5,18.3,43.5,3.1,52.4,0.3,0.3,50114,10.6,0
Texas,Crockett,0.795,0.789,79862,113,28.2,11.9,144,100,69,69,16,257,1.05,1,10.1,27.6,21.6,38.8,0.7,59.4,0.2,0.5,42223,13.5,0
Texas,Crosby,0.479,1.292,78705,81,52.2,13.3,144,100,69,69,16,257,1.05,1,10.2,28,12.9,42.6,4.1,52.4,0.1,0.2,33294,23.6,1
Texas,Culberson,0.809,2.057,63462,81,72.8,4.3,144,100,69,69,16,257,1.05,1,9.8,26.4,13.9,28.5,0.9,69.1,0.8,0.5,30084,23.7,0
Texas,Dallam,,0.957,112317,82,45.5,14.1,144,100,69,69,16,257,1.05,1,8.5,26.8,12.2,61.4,2.2,34.2,0.6,0.6,37192,13.6,0
Texas,Dallas,0.164,0.457,268503,105,54.8,9.1,149,103,71,69,16,281,1.06,1.01,8.8,27.1,17,35.2,20,38.9,4.4,0.4,47155,17.3,1
Texas,Dawson,0.145,0.73,199782,79,52.8,8.5,144,100,69,69,16,257,1.05,1,9.6,27.9,12.7,38.1,9.3,51.6,0.4,0.2,40590,21.7,0
Texas,Deaf Smith,0.163,0.919,196746,85,67.4,7.9,144,100,69,69,16,257,1.05,1,10.1,26.9,13.1,33.8,1.4,63.9,0.2,0.3,35710,19.3,0
Texas,Delta,,0.916,42911,75,46,9.2,149,103,71,69,16,281,1.06,1.01,10.2,27.5,,84.5,7.5,5.8,0.1,0.6,35494,19.4,1
Texas,Denton,0.085,0.182,155227,99,21,6,149,103,71,69,16,281,1.06,1.01,8.5,28.4,13.8,67.5,7.8,17.1,5.5,0.6,73678,6.5,1
Texas,DeWitt,0.203,0.868,109987,82,45.9,10.6,235,118,68,120,17,314,1.11,0.99,10.4,28.1,17.9,58,11,29.9,0.2,0.3,40225,19.3,0
Texas,Dickens,0.401,0.816,78064,87,33.2,5.4,144,100,69,69,16,257,1.05,1,9.8,27.8,,60.2,9,29.9,0.2,0.1,30343,26.8,0
Texas,Dimmit,0.204,1.537,189991,89,53.1,11.4,235,118,68,120,17,314,1.11,0.99,9,27.6,21,14,0.9,83.9,0.8,0.2,27895,33.4,0
Texas,Donley,0.256,0.779,73792,83,41.1,15.8,144,100,69,69,16,257,1.05,1,10.8,25.8,,84.2,5.8,8.1,0.2,0.8,35875,17.4,0
Texas,Duval,0.247,1.995,34739,85,58.5,8.8,144,100,69,69,16,257,1.05,1,9.3,25.9,11.6,11.6,0.7,87.2,0.1,0.2,33127,26.5,0
Texas,Eastland,0.273,0.935,136354,87,44.9,12.5,144,100,69,69,16,257,1.05,1,10.2,26.4,27.7,81.2,2.9,14.2,0.3,0.5,35258,18.9,0
Texas,Ector,0.116,0.69,246680,97,45.4,8.6,144,100,69,69,16,257,1.05,1,8.1,28.6,12.3,43.2,4.2,50.6,0.7,0.4,46868,15.5,1
Texas,Edwards,0.517,0.512,159284,81,43.9,7.6,235,118,68,120,17,314,1.11,0.99,9.2,27.4,29.4,48.9,1.1,48.9,0.1,0.6,31434,22.2,0
Texas,Ellis,0.119,0.331,256335,96,32.8,8.2,149,103,71,69,16,281,1.06,1.01,8.3,29.1,16.4,65.2,9.7,23.1,0.5,0.4,63500,9.8,1
Texas,El Paso,0.159,0.907,268968,92,53.4,10.3,144,100,69,69,16,257,1.05,1,7.5,24,12.3,13.7,2.4,81.8,1,0.4,36519,25.2,1
Texas,Erath,0.141,0.362,269659,85,37.6,10.2,149,103,71,69,16,281,1.06,1.01,8.8,27.4,16.2,79.1,1.2,17.8,0.6,0.4,40399,18.8,0
Texas,Falls,0.177,1.006,127373,81,66.8,8.8,144,100,69,69,16,257,1.05,1,10.8,29.3,16.7,53.6,26.5,19,0.2,0.3,32844,24.2,0
Texas,Fannin,0.121,0.602,142667,91,39.6,10.4,149,103,71,69,16,281,1.06,1.01,9.9,25.3,12.2,82.1,7.7,7.6,0.4,0.8,41320,16.3,0
Texas,Fayette,0.401,0.485,149899,88,38.1,8.4,235,118,68,120,17,314,1.11,0.99,10.6,26.4,16.6,75.4,7,16.4,0.3,0.3,45141,11.9,0
Texas,Fisher,0.761,1.278,33948,131,49.2,12.4,144,100,69,69,16,257,1.05,1,10.8,26.6,,71.4,3.6,23.7,0.2,0.5,34838,15.6,0
Texas,Floyd,0.302,0.93,94110,85,54.3,9.3,144,100,69,69,16,257,1.05,1,10.5,27,10.9,44.7,4.2,49.9,0.2,0.5,32794,21.9,0
Texas,Foard,0.715,1.47,31515,73,51.3,22.2,144,100,69,69,16,257,1.05,1,11,26,,76.3,4.1,17.7,0.1,0.7,30176,17.5,0
Texas,Fort Bend,0.13,0.233,203164,95,25.6,6.1,149,103,71,69,16,281,1.06,1.01,8.8,25.8,16.2,39.7,20.3,23.9,14.6,0.2,83968,8,1
Texas,Franklin,0.09,0.364,123577,85,34.9,8.3,144,100,69,69,16,257,1.05,1,9.5,26.2,,79.8,5.5,13.4,0.2,0.5,39830,15.4,0
Texas,Freestone,0.16,0.634,61459,89,36,6.4,149,103,71,69,16,281,1.06,1.01,10.1,28.7,13.9,69.5,17.5,11.5,0.3,0.3,41153,14.5,0
Texas,Frio,0.187,0.928,217477,85,56.2,10.3,235,118,68,120,17,314,1.11,0.99,8.2,26.5,20.1,20.2,5.1,73.9,0.6,0.1,31072,28.2,0
Texas,Gaines,0.27,0.597,96579,73,43.5,12.4,144,100,69,69,16,257,1.05,1,8.4,28.3,11.9,57.2,2.4,39.3,0.2,0.3,40489,17.2,0
Texas,Galveston,0.17,0.555,183004,105,34.6,6.1,149,103,71,69,16,281,1.06,1.01,10.1,28.4,16.7,60.3,14,21.5,2.8,0.4,57950,11.9,1
Texas,Garza,0.213,1.513,80092,85,53.6,10.8,144,100,69,69,16,257,1.05,1,9.4,27.9,16.1,53,5.3,39.9,0.1,0.2,37815,22.1,0
Texas,Gillespie,0.171,0.252,200190,87,32.4,12.5,235,118,68,120,17,314,1.11,0.99,10.2,24.4,17.4,80.5,0.6,17.9,0.2,0.3,57244,9.6,0
Texas,Glasscock,,,,,35.3,5.9,144,100,69,69,16,257,1.05,1,9.9,26.9,,67.3,0.7,31.8,,0.1,52364,9,0
Texas,Goliad,0.141,0.559,66784,85,38.1,7.5,235,118,68,120,17,314,1.11,0.99,9.8,25.9,13,58.7,5,35.5,0.2,0.2,45273,14.2,1
Texas,Gonzales,0.21,1.044,128974,83,56.6,10.6,235,118,68,120,17,314,1.11,0.99,10.1,28,18.7,46.5,7.7,44.6,0.3,0.2,34613,19.2,0
Texas,Gray,0.136,0.764,127308,85,39.1,8.5,144,100,69,69,16,257,1.05,1,10.2,28.2,15.6,70.5,6.1,20.2,0.5,1,44888,14.7,0
Texas,Grayson,0.144,0.564,187363,96,34.6,8.5,149,103,71,69,16,281,1.06,1.01,9.3,25.4,15.1,80.2,5.6,10.2,0.7,1.4,45669,12.3,1
Texas,Gregg,0.163,0.783,218647,98,42.4,7.9,144,100,69,69,16,257,1.05,1,10.2,29.1,13.2,64.1,19.9,13.4,0.9,0.4,45792,14.1,1
Texas,Grimes,0.156,0.772,83191,94,47.3,12.3,149,103,71,69,16,281,1.06,1.01,10.6,28,15.7,62.1,17.6,18.6,0.4,0.2,42415,15,0
Texas,Guadalupe,0.107,0.452,199684,91,31.7,8.2,235,118,68,120,17,314,1.11,0.99,9.1,28.6,15.1,56.2,6,34.9,1.3,0.4,61979,10.6,1
Texas,Hale,0.141,0.681,300079,83,58.1,9.7,144,100,69,69,16,257,1.05,1,9.7,27.8,15.4,39.5,5.5,53.4,0.5,0.4,35802,19.1,0
Texas,Hall,0.869,1.471,61146,80,52.9,9.9,144,100,69,69,16,257,1.05,1,11.2,26.5,13.6,56.9,8.6,33.1,0.2,0.3,29089,24.6,0
Texas,Hamilton,0.372,0.865,67716,87,30.5,12.9,149,103,71,69,16,281,1.06,1.01,10.9,26,19.5,88.2,0.6,9.8,0.2,0.5,37884,13.6,0
Texas,Hansford,0.388,0.568,88646,95,45,11.2,144,100,69,69,16,257,1.05,1,9.2,26.4,15.5,54.9,,43.6,0.4,0.4,45291,12,0
Texas,Hardeman,0.488,1.255,82167,74,47.1,14.5,144,100,69,69,16,257,1.05,1,10.5,27.4,14.2,74.1,5.8,17.8,0.3,0.7,34007,17.6,0
Texas,Hardin,0.213,0.479,262960,101,27.8,8.1,144,100,69,69,16,257,1.05,1,10.6,27.9,13.8,87.4,6.9,4.1,0.5,0.3,50477,13.2,1
Texas,Harris,0.188,0.51,232781,106,44,9.3,149,103,71,69,16,281,1.06,1.01,8.9,26,17.1,36,17.9,39.3,5.4,0.3,52391,15.3,1
Texas,Harrison,0.19,0.676,186819,92,41.8,8.5,144,100,69,69,16,257,1.05,1,11.7,28.9,14.7,67.1,22.2,8.8,0.5,0.3,45016,14.8,0
Texas,Hartley,0.194,0.194,7822,90,44.2,12.2,144,100,69,69,16,257,1.05,1,9.3,29,,70.9,8.7,19,0.3,0.4,54316,10.4,0
Texas,Haskell,0.574,1.15,144413,80,52.1,14.1,144,100,69,69,16,257,1.05,1,11.6,27.1,15.2,70.1,3.4,24.5,0.3,0.4,32817,22.2,0
Texas,Hays,0.106,0.234,379968,83,32.5,9.8,235,118,68,120,17,314,1.11,0.99,6.7,24.8,16,60.9,4.1,32.4,1.1,0.3,57410,14.2,1
Texas,Hemphill,0.298,0.576,48221,65,32.1,7.3,144,100,69,69,16,257,1.05,1,10.4,26.3,,75.8,1.5,21.2,0.3,0.7,56489,8.7,0
Texas,Henderson,0.165,0.609,193701,95,45.5,10.4,149,103,71,69,16,281,1.06,1.01,9.4,28.7,11.2,81.7,6.4,10,0.3,0.5,40145,15.4,0
Texas,Hidalgo,0.112,1.137,285797,93,19.5,2.2,144,100,69,69,16,257,1.05,1,9.7,28.7,15.8,8.8,0.5,89.6,0.7,0.1,30513,34.8,1
Texas,Hill,0.171,0.673,167772,86,47.6,10.5,149,103,71,69,16,281,1.06,1.01,9.4,28.5,14.9,73.2,6.9,18.2,0.4,0.3,38020,16.3,0
Texas,Hockley,0.09,0.45,321764,88,47.6,10.4,144,100,69,69,16,257,1.05,1,8.9,26.5,16.6,52.2,3.6,42.8,0.2,0.4,42371,17.6,0
Texas,Hood,0.245,0.415,199762,92,30.8,6.6,149,103,71,69,16,281,1.06,1.01,10.8,26.2,16,86.7,1.2,10,0.6,0.6,58205,10.1,0
Texas,Hopkins,0.089,0.444,213254,85,40.1,12.1,149,103,71,69,16,281,1.06,1.01,10.7,29.2,13.7,76.8,7.5,13.6,0.6,0.6,39912,15.8,0
Texas,Houston,0.132,1.057,147855,93,56,6.7,144,100,69,69,16,257,1.05,1,11.4,29.9,17.3,63,25.8,9.8,0.3,0.3,33272,26.1,0
Texas,Howard,0.093,0.522,279830,74,39.1,10.5,144,100,69,69,16,257,1.05,1,9.1,28.4,10.2,51.8,4.2,42,0.7,0.4,38661,21.2,0
Texas,Hudspeth,0.617,2.869,15338,103,76.9,8.2,144,100,69,69,16,257,1.05,1,9.5,26.1,16.4,22.1,0.8,75.4,0.1,1.1,26625,30.1,0
Texas,Hunt,0.169,0.592,208218,92,43.8,9,149,103,71,69,16,281,1.06,1.01,9.9,28.9,17.1,76.4,8.8,12,0.7,0.7,45396,14.4,1
Texas,Hutchinson,0.184,0.697,126768,91,34,9,144,100,69,69,16,257,1.05,1,10.8,27.8,15.4,74.4,2.9,19.2,0.5,1.5,49548,11.7,0
Texas,Irion,0.581,0.589,17337,,33,10.1,144,100,69,69,16,257,1.05,1,9.4,26.5,,70.3,2.9,25.9,,0.4,49332,9.4,1
Texas,Jack,0.227,0.341,95888,66,29.8,11.9,149,103,71,69,16,281,1.06,1.01,10,27.4,9.9,80.7,6.2,11.4,0.4,0.6,43173,14.9,0
Texas,Jackson,0.214,0.707,114554,84,37.6,8.6,149,103,71,69,16,281,1.06,1.01,11,27.7,17.4,63,7.4,28.2,0.5,0.3,44278,13.4,0
Texas,Jasper,0.087,0.756,285965,100,44.9,8.5,144,100,69,69,16,257,1.05,1,10.5,28.9,7.2,75.6,17.2,5.1,0.5,0.4,38264,20.5,0
Texas,Jeff Davis,0.89,0.879,33708,,6.3,2.5,144,100,69,69,16,257,1.05,1,9.8,24.2,,62.1,0.8,36.1,0.1,0.3,42055,12.2,0
Texas,Jefferson,0.194,0.835,200981,100,50.9,8.1,144,100,69,69,16,257,1.05,1,12.3,30.3,15.1,47.5,34,14.4,2.7,0.3,44155,17.3,1
Texas,Jim Hogg,1.414,2.592,55358,72,38.7,17,144,100,69,69,16,257,1.05,1,10,26.9,15.2,9.5,0.5,89.4,0.1,0.4,33104,22.8,0
Texas,Jim Wells,0.243,1.193,201126,89,56.1,10.2,144,100,69,69,16,257,1.05,1,8.9,27,14.4,21.6,0.6,76.8,0.5,0.2,37414,21.6,0
Texas,Johnson,0.1,0.404,209575,100,33,9.5,149,103,71,69,16,281,1.06,1.01,9.4,28.7,13.7,77.2,3.5,16.6,0.7,0.5,53819,9.4,1
Texas,Jones,0.156,0.729,67398,207,45.1,15.1,144,100,69,69,16,257,1.05,1,9.4,27.1,13.7,62.3,12.6,23.4,0.5,0.3,37797,23.6,1
Texas,Karnes,0.266,0.797,166650,87,50.3,10.1,235,118,68,120,17,314,1.11,0.99,8.6,29,21.4,39.2,10.8,49,0.4,0.3,33394,27.5,0
Texas,Kaufman,0.114,0.408,197463,91,34.5,7.6,149,103,71,69,16,281,1.06,1.01,8.3,26.9,16.3,69.8,10.4,17.3,0.9,0.5,58497,9.9,1
Texas,Kendall,0.064,0.243,207959,92,21,5.3,235,118,68,120,17,314,1.11,0.99,8.2,24.9,14.6,77,1.1,20.1,0.6,0.3,71262,7.7,1
Texas,Kenedy,,,,,34.9,1.2,144,100,69,69,16,257,1.05,1,9.5,26.9,,22.9,,76.3,0.5,0.3,29587,16.4,0
Texas,Kent,1.377,2.825,3678,,28.9,2.1,144,100,69,69,16,257,1.05,1,11.1,25.9,,85.2,0.3,14.3,,0.1,35804,11.4,0
Texas,Kerr,0.147,0.559,176533,90,39.9,11,235,118,68,120,17,314,1.11,0.99,10.1,25.4,21,73.8,1.8,22.6,0.6,0.3,42406,13.3,0
Texas,Kimble,0.45,1.354,62797,85,47.2,6.7,235,118,68,120,17,314,1.11,0.99,10.3,25.7,12.3,73.6,0.2,24.8,0.5,0.2,37046,17.4,0
Texas,King,,,,,17.2,16.1,144,100,69,69,16,257,1.05,1,8.9,27.9,,81.1,3.9,13.9,,0.7,44939,12.3,0
Texas,Kinney,0.303,1.237,56510,78,55,10.2,235,118,68,120,17,314,1.11,0.99,10.6,26,12.8,45.5,2.2,50.9,0.4,0.2,35576,21.5,0
Texas,Kleberg,0.131,1.301,174927,90,58.4,10.4,144,100,69,69,16,257,1.05,1,8.6,27,14.3,25.1,3.3,68.4,2,0.4,36659,24.2,0
Texas,Knox,0.572,1.474,51589,70,48.9,10.6,144,100,69,69,16,257,1.05,1,11.8,26.9,23.6,63,8.7,26.3,0.5,0.3,31469,21.1,0
Texas,Lamar,0.122,0.852,217229,89,43.6,9.3,149,103,71,69,16,281,1.06,1.01,10.6,26.5,13.3,78.4,13,5.5,0.6,1.1,37104,17.4,0
Texas,Lamb,0.434,1.031,117581,89,58.6,9.6,144,100,69,69,16,257,1.05,1,10.1,27.5,12,44.2,4.5,50,0.1,0.3,35137,21.3,0
Texas,Lampasas,0.048,0.33,258215,91,35.3,10.6,144,100,69,69,16,257,1.05,1,8.7,26.2,11.6,77.4,3.4,16.4,1,0.5,46906,14.7,1
Texas,La Salle,0.335,1.706,78482,79,64.6,7.5,235,118,68,120,17,314,1.11,0.99,8.5,27.6,18,19,3.6,76.7,0.3,0.1,29778,29.1,0
Texas,Lavaca,0.32,0.697,139376,75,26.4,11,235,118,68,120,17,314,1.11,0.99,11.1,27,21,77.4,6.6,15.1,0.2,0.2,43814,13.1,0
Texas,Lee,0.307,0.549,82894,77,49.1,10.8,235,118,68,120,17,314,1.11,0.99,10.2,26.2,16,66.9,11.1,20.8,0.2,0.3,49336,12.9,0
Texas,Leon,0.427,0.712,79544,86,40.6,7.8,144,100,69,69,16,257,1.05,1,10.3,26.1,18.9,77.4,9.8,11.4,0.3,0.3,41212,14.8,0
Texas,Liberty,0.227,0.717,204635,100,42.7,10.5,149,103,71,69,16,281,1.06,1.01,9.5,28.2,14.7,70.8,12,15.4,0.4,0.4,48374,16.3,1
Texas,Limestone,0.269,0.811,217357,85,55.5,9.9,149,103,71,69,16,281,1.06,1.01,10.3,28.3,13.5,62.4,18.5,17.5,0.2,0.3,39314,18.1,0
Texas,Lipscomb,0.669,1.342,16521,103,41.9,16.3,144,100,69,69,16,257,1.05,1,9.7,26.1,,67.7,0.5,29.5,0.1,1.5,46490,12.2,0
Texas,Live Oak,0.266,0.889,50104,80,35.3,10.3,235,118,68,120,17,314,1.11,0.99,9.5,27,16.7,54.5,2.7,41.8,0.2,0.3,43376,17.8,0
Texas,Llano,0.164,0.326,166714,90,37.8,13,235,118,68,120,17,314,1.11,0.99,11.3,24.6,15.4,89.3,0.9,8.2,0.3,0.3,44370,12.8,0
Texas,Loving,,,,,,,144,100,69,69,16,257,1.05,1,9.1,24.7,,85.7,,14.3,,,50221,14.3,0
Texas,Lubbock,0.095,0.48,307794,96,45.3,9,144,100,69,69,16,257,1.05,1,7.9,26,13.3,59.7,7,30.6,1.4,0.4,44389,15.7,1
Texas,Lynn,0.171,0.865,75948,82,43.3,9,144,100,69,69,16,257,1.05,1,9.8,27.9,13.7,49,3.4,46.1,0.1,0.7,35256,19.6,0
Texas,McCulloch,0.255,1.133,132094,77,46.2,13.3,144,100,69,69,16,257,1.05,1,10.4,26.1,17.2,66.8,2.2,30.1,0.2,0.2,32743,22.7,0
Texas,McLennan,0.097,0.63,240641,93,47.1,10,144,100,69,69,16,257,1.05,1,10.1,31.3,12.6,60.9,14.4,21.8,1.5,0.3,40223,20.1,1
Texas,McMullen,1.147,1.195,3127,,28,13.7,235,118,68,120,17,314,1.11,0.99,10.3,27.8,,61.9,1.2,36.7,,0.2,40033,13.6,0
Texas,Madison,0.225,0.598,177802,92,53.1,8.8,149,103,71,69,16,281,1.06,1.01,9.4,29.2,17.8,57.4,21.1,19.7,0.6,0.2,36650,21.8,0
Texas,Marion,0.094,1.233,61104,90,59.8,7.7,144,100,69,69,16,257,1.05,1,12.2,29.2,15.1,72.9,21.1,3.2,0.4,0.8,31510,21.6,0
Texas,Martin,0.225,0.665,79646,87,27,6.6,144,100,69,69,16,257,1.05,1,9.1,25.9,12.3,54.1,1.9,42.8,0.4,0.2,43492,15.9,0
Texas,Mason,0.515,0.515,86753,67,39.8,18.2,235,118,68,120,17,314,1.11,0.99,10,26,,76.3,0.1,22.8,0.1,0.4,39217,13.9,0
Texas,Matagorda,0.136,1.073,152902,96,48.3,8.7,149,103,71,69,16,281,1.06,1.01,11.1,28.1,17.8,48.1,11.7,36.9,2.1,0.3,40578,18,0
Texas,Maverick,0.214,1.186,252600,82,1.2,0.2,235,118,68,120,17,314,1.11,0.99,9.6,26.6,16.5,3.5,0.4,94.6,0.5,1,29787,26.5,0
Texas,Medina,0.137,0.678,124316,86,36.9,11.1,235,118,68,120,17,314,1.11,0.99,8.8,28.3,19.5,48.9,2.4,47.3,0.3,0.4,44632,16.8,1
Texas,Menard,0.473,0.468,133632,77,54.6,8.5,144,100,69,69,16,257,1.05,1,11.2,26.3,,65.6,0.6,32.4,0.3,0.7,31211,20.8,0
Texas,Midland,0.079,0.463,215302,92,40.1,8,144,100,69,69,16,257,1.05,1,11,26.4,14.4,54.5,6.5,36.9,0.9,0.4,56320,10.1,1
Texas,Milam,0.242,1.004,127753,87,48.1,9.1,144,100,69,69,16,257,1.05,1,11,28,18.7,66.4,10,22.1,0.4,0.4,41290,16.5,0
Texas,Mills,0.399,0.8,49018,74,41.9,9.1,144,100,69,69,16,257,1.05,1,10.4,25.4,,81.9,1.7,15.4,0.1,0.3,35353,18.3,0
Texas,Mitchell,0.216,0.758,132996,88,47.6,11.3,144,100,69,69,16,257,1.05,1,10.2,29.1,9.7,51.4,14,33.3,0.4,0.4,35837,26.2,0
Texas,Montague,0.204,0.507,159397,86,36.1,9,144,100,69,69,16,257,1.05,1,10.8,26.4,12.4,89.2,0.9,7.8,0.3,0.7,41652,14.2,0
Texas,Montgomery,0.109,0.384,175582,106,29.8,6.8,149,103,71,69,16,281,1.06,1.01,7.9,24.9,19.5,73.7,4.6,18.3,1.8,0.4,65801,9.4,1
Texas,Moore,0.201,0.689,141336,88,45,10.5,144,100,69,69,16,257,1.05,1,8.3,28.8,16.6,42.3,1.2,54.2,1.1,0.4,43377,13.6,0
Texas,Morris,0.23,0.929,123160,85,50,11,144,100,69,69,16,257,1.05,1,13.9,29.4,13.5,69.7,22.6,5.6,0.2,0.5,36929,17.6,0
Texas,Motley,0.778,1.587,24881,,53.8,13.9,144,100,69,69,16,257,1.05,1,11.3,26.3,,79.2,3.7,15.3,0.2,0.5,34551,19,0
Texas,Nacogdoches,0.225,0.446,348650,94,52.2,8.4,144,100,69,69,16,257,1.05,1,9.1,28.4,16.6,65.8,16.2,15.8,0.8,0.3,36438,21.3,0
Texas,Navarro,0.143,0.667,194761,91,51.6,8.9,149,103,71,69,16,281,1.06,1.01,9.5,28.8,18.1,60,15.2,22.3,0.8,0.3,40730,18.5,0
Texas,Newton,0.218,0.654,120443,101,47.5,9.2,144,100,69,69,16,257,1.05,1,10.9,27.5,6.4,72.9,20.7,4.1,0.6,0.6,35524,22.3,0
Texas,Nolan,0.069,0.672,256109,173,50.7,9.3,144,100,69,69,16,257,1.05,1,10.6,26.9,11.9,61.2,5.2,32.1,0.5,0.2,36026,20.7,0
Texas,Nueces,0.094,0.95,209433,97,50.1,9,144,100,69,69,16,257,1.05,1,10,26.6,20.7,34.2,3.7,59.5,1.3,0.3,45371,17.4,1
Texas,Ochiltree,0.211,0.52,132843,94,44,10.6,144,100,69,69,16,257,1.05,1,8.3,25.9,18.3,53.1,0.3,44.4,0.6,0.7,51680,12,0
Texas,Oldham,0.485,0.97,10232,64,21.7,8,144,100,69,69,16,257,1.05,1,9.7,27.9,,81.7,2.7,13,0.5,1.3,44765,13.5,0
Texas,Orange,0.17,0.65,220860,100,36.1,7.6,144,100,69,69,16,257,1.05,1,9.4,30.4,7.1,83.5,8.9,5.1,1,0.5,48568,13.6,1
Texas,Palo Pinto,0.293,0.8,130333,94,41.5,9.5,149,103,71,69,16,281,1.06,1.01,9.2,29.2,18.7,78.6,2.5,16.6,0.6,0.6,41162,14,0
Texas,Panola,0.174,0.477,178116,91,32.6,8.1,144,100,69,69,16,257,1.05,1,10.5,28.7,12.7,74.5,17.6,6.1,0.4,0.4,42917,13.9,0
Texas,Parker,0.092,0.259,159777,94,23.7,7.1,149,103,71,69,16,281,1.06,1.01,9.1,28.9,13.4,85.2,2.5,10,0.6,0.6,61151,10.3,1
Texas,Parmer,0.322,1.084,38941,77,62.6,10.5,144,100,69,69,16,257,1.05,1,9.6,27.4,20.6,41.2,1.5,56.2,0.4,0.3,40346,14.2,0
Texas,Pecos,0.252,0.736,128440,77,45.8,12.4,144,100,69,69,16,257,1.05,1,9.2,25.8,14.2,29.7,4.8,64.1,0.5,0.2,37283,20.5,0
Texas,Polk,0.151,0.563,292313,104,51.3,8.2,149,103,71,69,16,281,1.06,1.01,11,28.2,16.2,73.3,11.9,11.5,0.6,1.6,36930,15.5,0
Texas,Potter,0.125,0.877,229622,94,57.4,10.3,144,100,69,69,16,257,1.05,1,8.7,29.7,11.7,52.8,9.5,33.4,2.3,0.6,36988,22.5,1
